City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
542,Alfatar,BG,2020-05-11 00:56:20,43.95,27.28,57.0,72,100,5.01,overcast clouds
543,Durazno,UY,2020-05-11 00:56:03,-33.41,-56.5,65.3,78,100,8.19,overcast clouds
544,Svetlogorsk,BY,2020-05-11 00:56:20,52.63,29.73,47.79,85,0,5.14,clear sky
545,Oistins,BB,2020-05-11 00:56:20,13.07,-59.53,78.8,83,40,16.11,scattered clouds
546,Okhotsk,RU,2020-05-11 00:56:20,59.38,143.3,45.09,58,76,6.58,broken clouds
547,Parrita,CR,2020-05-11 00:56:21,9.52,-84.32,75.2,78,75,9.17,broken clouds
548,Innisfail,AU,2020-05-11 00:56:21,-17.53,146.03,78.21,69,88,10.02,overcast clouds
549,Maine-Soroa,NE,2020-05-11 00:56:21,13.21,12.02,80.58,14,0,5.41,clear sky
550,Ontario,US,2020-05-11 00:56:21,34.06,-117.65,80.6,42,20,14.99,few clouds
551,Linping,CN,2020-05-11 00:56:21,30.42,120.3,75.99,83,75,4.47,mist
552,Sinnamary,GF,2020-05-11 00:56:21,5.38,-52.95,78.1,90,100,14.12,light rain
553,Sovetskiy,RU,2020-05-11 00:56:21,61.36,63.58,57.83,68,13,6.22,few clouds
554,Girua,BR,2020-05-11 00:56:21,-28.03,-54.35,69.8,60,100,9.17,overcast clouds
555,Akonolinga,CM,2020-05-11 00:56:21,3.77,12.25,69.15,97,100,2.42,overcast clouds
556,Votkinsk,RU,2020-05-11 00:56:22,57.05,53.99,50.0,77,100,3.6,overcast clouds
557,Felipe Carrillo Puerto,MX,2020-05-11 00:56:22,19.58,-88.05,74.89,97,61,1.07,broken clouds
558,Neiafu,TO,2020-05-11 00:56:22,-18.65,-173.98,82.4,83,40,8.05,scattered clouds
559,Nantucket,US,2020-05-11 00:56:22,41.28,-70.1,48.2,49,1,29.97,clear sky
